name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Giovani Lo Celso,MID,Spurs,0.0,0,0,0,0,0.0,493,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2024-12-08T16:30:00Z,0,False,6,0,0,0,0.0,15,0,3280,0,4,3,0.0,0,-31.0,0.0,31.0,49.0,True,0.0,15.0
Tawanda Chirewa,MID,Wolves,0.0,0,0,0,0,0.0,538,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2024-12-09T20:00:00Z,0,False,19,0,0,0,0.0,15,0,3133,0,1,2,0.0,0,-98.0,0.0,98.0,45.0,False,0.0,15.0
Cameron Humphreys,MID,Ipswich,0.0,0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,146,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,3,0,0,0,0.0,15,0,1575,0,2,1,0.0,0,-37.0,0.0,37.0,45.0,True,0.0,15.0
James Bree,DEF,Southampton,-0.3,0,0,7,0,2.8,457,0.01,0.01,0.0,0.99,141,1,0,1.2,9.6,2024-12-07T15:00:00Z,45,False,2,0,0,0,0.0,15,0,33062,1,0,1,0.0,1,1843.0,3746.0,1903.0,39.0,False,0.0,15.0
Alex Scott,MID,Bournemouth,0.0,0,0,0,0,0.0,77,0.0,0.0,0.0,0.0,152,0,0,0.0,0.0,2024-12-16T20:00:00Z,0,False,19,0,0,0,0.0,16,0,3262,0,1,1,0.0,0,-75.0,21.0,96.0,47.0,True,0.0,16.0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.0,0,0,0,0,0.0,427,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2024-12-14T17:30:00Z,0,False,2,0,0,0,0.0,16,0,18614,0,1,2,0.0,0,-358.0,234.0,592.0,42.0,True,0.0,16.0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.0,0.0,0.0,0.0,151,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,8,0,0,0,0.0,16,0,3830,0,0,0,0.0,0,-53.0,24.0,77.0,48.0,True,0.0,16.0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2024-12-15T14:00:00Z,0,False,5,0,0,0,0.0,16,0,266,0,3,1,0.0,0,-1.0,0.0,1.0,45.0,False,0.0,16.0
Ben Brereton Díaz,MID,Southampton,-0.4,0,0,0,0,0.0,584,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,18,0,0,0,0.0,16,0,18220,0,5,0,0.0,0,-490.0,56.0,546.0,49.0,True,0.0,16.0
Pau Torres,DEF,Aston Villa,1.8,0,0,8,0,3.3,52,0.02,0.02,0.0,1.78,158,2,0,2.1,17.6,2024-12-14T17:30:00Z,90,False,16,0,0,0,0.0,16,0,161452,1,1,2,0.0,1,-2588.0,3924.0,6512.0,44.0,False,0.0,16.0
Joel Ward,DEF,Crystal Palace,0.0,0,0,0,0,0.0,215,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2024-12-15T14:00:00Z,0,False,5,0,0,0,0.0,16,0,9852,0,3,1,0.0,0,-329.0,102.0,431.0,43.0,False,0.0,16.0
Will Lankshear,FWD,Spurs,1.4,0,0,3,0,0.0,609,0.0,0.0,0.0,0.02,159,0,0,0.0,0.0,2024-12-15T19:00:00Z,8,False,17,0,0,0,0.0,16,0,184912,0,5,0,0.0,1,4298.0,14636.0,10338.0,45.0,False,0.0,16.0
Hwang Hee-chan,MID,Wolves,0.8,0,0,3,0,0.5,550,0.0,0.0,0.0,0.22,160,1,0,0.1,0.0,2024-12-14T15:00:00Z,18,False,10,0,0,0,0.0,16,0,28195,0,2,1,0.0,1,-10.0,1192.0,1202.0,61.0,True,0.0,16.0
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0.0,610,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,17,0,0,0,0.0,16,0,25133,0,5,0,0.0,0,-1332.0,32.0,1364.0,45.0,False,0.0,16.0
Hákon Valdimarsson,GK,Brentford,-0.5,0,0,0,0,0.0,109,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,6,0,0,0,0.0,16,0,307512,0,1,2,0.0,0,365.0,6416.0,6051.0,39.0,False,0.0,16.0
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,0.0,0.0,0.0,0.0,152,0,0,0.0,0.0,2024-12-16T20:00:00Z,0,False,19,0,0,0,0.0,16,0,2685,0,1,1,0.0,0,-56.0,0.0,56.0,40.0,True,0.0,16.0
João Victor Gomes da Silva,MID,Wolves,0.0,0,0,0,0,0.0,553,0.0,0.0,0.0,0.0,160,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,10,0,0,0,0.0,16,0,74607,0,2,1,0.0,0,-44331.0,1895.0,46226.0,49.0,True,0.0,16.0
Cole Palmer,MID,Chelsea,9.3,0,1,25,0,57.9,182,0.33,0.54,0.21,1.61,154,1,0,11.0,21.6,2024-12-15T19:00:00Z,90,False,4,0,0,0,0.0,16,0,6867090,1,1,2,30.0,3,354913.0,378627.0,23714.0,111.0,True,0.0,16.0
Mitoma Kaoru,MID,Brighton,5.0,0,0,20,0,46.8,136,0.15,0.32,0.17,2.31,153,3,0,10.6,18.6,2024-12-15T14:00:00Z,90,False,7,0,0,0,0.0,16,0,1018966,1,3,1,41.0,2,-1588.0,71941.0,73529.0,66.0,True,0.0,16.0
Boubakary Soumaré,MID,Leicester,0.0,0,0,0,0,0.0,285,0.0,0.0,0.0,0.0,157,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,15,0,0,0,0.0,16,0,48318,0,0,4,0.0,0,-7041.0,2087.0,9128.0,44.0,False,0.0,16.0
Chris Wood,FWD,Nott'm Forest,4.4,0,0,6,0,2.1,447,0.01,0.08,0.07,0.42,158,1,0,1.6,2.4,2024-12-14T17:30:00Z,90,False,2,0,0,0,0.0,16,0,2574806,1,1,2,11.0,2,202540.0,262288.0,59748.0,66.0,True,0.0,16.0
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2024-12-14T17:30:00Z,0,False,2,0,0,0,0.0,16,0,2435,0,1,2,0.0,0,-42.0,0.0,42.0,45.0,True,0.0,16.0
Jeffrey Schlupp,MID,Crystal Palace,0.4,0,0,0,0,0.0,214,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2024-12-15T14:00:00Z,0,False,5,0,0,0,0.0,16,0,7244,0,3,1,0.0,0,-248.0,243.0,491.0,47.0,False,0.0,16.0
Milos Kerkez,DEF,Bournemouth,4.0,0,0,11,0,29.2,70,0.03,0.06,0.03,2.18,152,1,0,5.7,18.4,2024-12-16T20:00:00Z,90,False,19,0,0,0,0.0,16,0,633629,1,1,1,9.0,2,137410.0,153269.0,15859.0,46.0,True,0.0,16.0
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2024-12-15T14:00:00Z,0,False,7,0,0,0,0.0,16,0,1455,0,3,1,0.0,0,-38.0,0.0,38.0,45.0,True,0.0,16.0
Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,142,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2024-12-15T14:00:00Z,0,False,7,0,0,0,0.0,16,0,120472,0,3,1,0.0,0,-3407.0,819.0,4226.0,42.0,True,0.0,16.0
Arijanet Muric,GK,Ipswich,3.0,0,2,23,0,0.0,568,0.0,0.0,0.0,1.27,160,1,0,4.3,42.8,2024-12-14T15:00:00Z,90,False,20,0,0,0,0.0,16,5,123966,1,2,1,0.0,5,1621.0,7178.0,5557.0,44.0,False,0.0,16.0
Harvey Davies,GK,Liverpool,1.0,0,0,0,0,0.0,669,0.0,0.0,0.0,0.0,155,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,9,0,0,0,0.0,16,0,1229,0,2,2,0.0,0,14.0,135.0,121.0,40.0,True,0.0,16.0
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2024-12-15T14:00:00Z,0,False,7,0,0,0,0.0,16,0,5223,0,3,1,0.0,0,-101.0,0.0,101.0,40.0,True,0.0,16.0
Ibrahim Sangaré,MID,Nott'm Forest,0.0,0,0,0,0,0.0,442,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2024-12-14T17:30:00Z,0,False,2,0,0,0,0.0,16,0,82747,0,1,2,0.0,0,-4035.0,157.0,4192.0,44.0,True,0.0,16.0
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2024-12-15T16:30:00Z,0,False,13,0,0,0,0.0,16,0,4074,0,2,1,0.0,0,-100.0,0.0,100.0,45.0,False,0.0,16.0
Brandon Austin,GK,Spurs,1.0,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,17,0,0,0,0.0,16,0,53930,0,5,0,0.0,0,-561.0,591.0,1152.0,40.0,False,0.0,16.0
Conor Coady,DEF,Leicester,0.6,0,0,-7,0,4.7,288,0.0,0.0,0.0,3.79,157,4,0,2.0,15.4,2024-12-14T15:00:00Z,90,False,15,0,0,0,0.0,16,0,41755,1,0,4,0.0,0,3863.0,5368.0,1505.0,40.0,False,0.0,16.0
Wes Foderingham,GK,West Ham,0.0,0,0,0,0,0.0,522,0.0,0.0,0.0,0.0,152,0,0,0.0,0.0,2024-12-16T20:00:00Z,0,False,3,0,0,0,0.0,16,0,15240,0,1,1,0.0,0,-90.0,292.0,382.0,43.0,False,0.0,16.0
Armando Broja,FWD,Everton,-0.3,0,0,-3,0,0.2,156,0.0,0.0,0.0,0.15,151,0,0,0.5,5.2,2024-12-14T15:00:00Z,24,False,1,0,0,0,0.0,16,0,6372,0,0,0,0.0,0,464.0,649.0,185.0,54.0,False,1.0,16.0
Adam Webster,DEF,Brighton,0.0,0,0,0,0,0.0,147,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2024-12-15T14:00:00Z,0,False,7,0,0,0,0.0,16,0,6517,0,3,1,0.0,0,-127.0,16.0,143.0,43.0,True,0.0,16.0
Thomas Partey,MID,Arsenal,3.9,0,0,12,0,2.2,20,0.02,0.02,0.0,0.0,151,0,0,1.1,7.0,2024-12-14T15:00:00Z,21,False,8,0,0,0,0.0,16,0,98275,0,0,0,2.0,1,-116.0,5379.0,5495.0,50.0,True,0.0,16.0
Harry Wilson,MID,Fulham,0.4,0,0,4,0,13.1,259,0.02,0.64,0.62,1.68,155,2,0,2.6,0.0,2024-12-14T15:00:00Z,86,False,12,0,0,0,0.0,16,0,36712,1,2,2,16.0,2,-5814.0,727.0,6541.0,52.0,False,0.0,16.0
Kasey McAteer,MID,Leicester,2.4,0,0,8,0,2.3,299,0.03,0.08,0.05,3.79,157,4,0,3.0,4.8,2024-12-14T15:00:00Z,90,False,15,0,0,0,0.0,16,0,8276,1,0,4,23.0,2,1115.0,1933.0,818.0,47.0,False,0.0,16.0
Curtis Jones,MID,Liverpool,3.8,0,0,9,0,4.4,324,0.02,0.06,0.04,0.88,155,1,0,1.2,0.8,2024-12-14T15:00:00Z,69,False,9,0,0,0,0.0,16,0,74118,1,2,2,7.0,1,2712.0,10423.0,7711.0,53.0,True,1.0,16.0
Wes Burns,MID,Ipswich,2.2,0,0,12,0,16.7,264,0.43,0.46,0.03,0.9,160,1,0,4.8,9.8,2024-12-14T15:00:00Z,83,False,20,0,0,0,0.0,16,0,4667,1,2,1,21.0,2,217.0,529.0,312.0,48.0,False,0.0,16.0
Treymaurice Nyoni,MID,Liverpool,1.0,0,0,0,0,0.0,688,0.0,0.0,0.0,0.0,155,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,9,0,0,0,0.0,16,0,196,0,2,2,0.0,0,34.0,61.0,27.0,45.0,True,0.0,16.0
Gustavo Nunes Fernandes Gomes,MID,Brentford,0.0,0,0,0,0,0.0,634,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,6,0,0,0,0.0,16,0,273,0,1,2,0.0,0,0.0,13.0,13.0,49.0,False,0.0,16.0
Yunus Emre Konak,MID,Brentford,-0.5,0,0,0,0,0.0,97,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,6,0,0,0,0.0,16,0,7307,0,1,2,0.0,0,-235.0,116.0,351.0,45.0,False,0.0,16.0
Max Kilman,DEF,West Ham,2.2,0,0,10,0,1.0,524,0.01,0.44,0.43,1.91,152,1,0,8.6,43.8,2024-12-16T20:00:00Z,90,False,3,0,0,0,0.0,16,0,195320,1,1,1,41.0,2,-7029.0,1620.0,8649.0,45.0,False,0.0,16.0
Deniz Undav,FWD,Brighton,0.0,0,0,0,0,0.0,143,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2024-12-15T14:00:00Z,0,False,7,0,0,0,0.0,16,0,513,0,3,1,0.0,0,-8.0,0.0,8.0,55.0,True,0.0,16.0
Alex Murphy,DEF,Newcastle,0.0,0,0,0,0,0.0,390,0.0,0.0,0.0,0.0,157,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,11,0,0,0,0.0,16,0,91487,0,0,4,0.0,0,-750.0,2269.0,3019.0,40.0,True,0.0,16.0
George Edmundson,DEF,Ipswich,0.0,0,0,0,0,0.0,269,0.0,0.0,0.0,0.0,160,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,20,0,0,0,0.0,16,0,7677,0,2,1,0.0,0,-161.0,0.0,161.0,40.0,False,0.0,16.0
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,1.9,0,0,2,0,1.8,571,0.0,0.0,0.0,0.54,156,1,0,0.4,2.0,2024-12-15T16:30:00Z,1,False,14,0,0,0,0.0,16,0,95686,0,2,1,0.0,1,-10307.0,1411.0,11718.0,65.0,True,0.0,16.0
Emerson Palmieri dos Santos,DEF,West Ham,0.0,0,0,0,0,0.0,520,0.0,0.0,0.0,0.0,152,0,0,0.0,0.0,2024-12-16T20:00:00Z,0,False,3,0,0,0,0.0,16,0,100463,0,1,1,0.0,0,-24255.0,5002.0,29257.0,44.0,False,0.0,16.0
Abdoulaye Doucouré,MID,Everton,2.3,0,0,8,1,1.2,217,0.0,0.09,0.09,1.22,151,0,0,2.2,14.2,2024-12-14T15:00:00Z,90,False,1,0,0,0,0.0,16,0,19592,1,0,0,7.0,3,-576.0,584.0,1160.0,51.0,False,0.0,16.0
Alfie Pond,DEF,Wolves,0.2,0,0,0,0,0.0,664,0.0,0.0,0.0,0.0,160,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,10,0,0,0,0.0,16,0,69879,0,2,1,0.0,0,9815.0,14387.0,4572.0,39.0,True,0.0,16.0
José Malheiro de Sá,GK,Wolves,0.0,0,0,0,0,0.0,554,0.0,0.0,0.0,0.0,160,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,10,0,0,0,0.0,16,0,184103,0,2,1,0.0,0,-19055.0,3945.0,23000.0,43.0,True,0.0,16.0
Alexander Isak,FWD,Newcastle,6.6,1,2,54,1,43.0,401,0.22,1.64,1.42,0.19,157,0,1,18.9,66.6,2024-12-14T15:00:00Z,72,False,11,0,0,0,0.0,16,0,2657925,1,0,4,79.0,11,629678.0,654278.0,24600.0,86.0,True,0.0,16.0
Yves Bissouma,MID,Spurs,0.0,0,0,0,0,0.0,482,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,17,0,0,0,0.0,16,0,33802,0,5,0,0.0,0,-6006.0,336.0,6342.0,49.0,False,0.0,16.0
Conor Gallagher,MID,Chelsea,0.0,0,0,0,0,0.0,169,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,4,0,0,0,0.0,16,0,15745,0,1,2,0.0,0,-106.0,0.0,106.0,59.0,True,0.0,16.0
Philip Billing,MID,Bournemouth,0.8,0,0,5,0,20.5,76,0.03,0.34,0.31,0.93,152,1,0,3.3,5.4,2024-12-16T20:00:00Z,10,False,19,0,0,0,0.0,16,0,5245,0,1,1,7.0,1,-30.0,190.0,220.0,48.0,True,0.0,16.0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,3.2,1,0,20,0,25.1,548,0.08,0.08,0.0,0.26,160,1,0,5.4,26.8,2024-12-14T15:00:00Z,26,False,10,0,0,0,0.0,16,0,10729,0,2,1,2.0,4,565.0,1480.0,915.0,53.0,True,0.0,16.0
Brajan Gruda,MID,Brighton,0.4,0,0,3,0,1.3,595,0.05,0.1,0.05,1.01,153,1,0,0.9,1.6,2024-12-15T14:00:00Z,18,False,7,0,0,0,0.0,16,0,2378,0,3,1,6.0,1,-20.0,62.0,82.0,54.0,True,0.0,16.0
Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,0,0.0,360,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2024-12-15T16:30:00Z,0,False,14,0,0,0,0.0,16,0,92842,0,2,1,0.0,0,-884.0,116.0,1000.0,63.0,True,0.0,16.0
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,0,0.0,183,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,4,0,0,0,0.0,16,0,20003,0,1,2,0.0,0,-560.0,0.0,560.0,44.0,True,0.0,16.0
Justin Devenny,MID,Crystal Palace,2.4,0,0,3,0,0.0,645,0.0,0.0,0.0,0.15,153,0,0,0.1,1.0,2024-12-15T14:00:00Z,1,False,5,0,0,0,0.0,16,0,25265,0,3,1,0.0,1,3345.0,6255.0,2910.0,45.0,False,0.0,16.0
Craig Dawson,DEF,Wolves,-0.8,0,0,0,0,0.0,542,0.0,0.0,0.0,0.0,160,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,10,0,0,0,0.0,16,0,20663,0,2,1,0.0,0,-958.0,628.0,1586.0,44.0,True,0.0,16.0
Jordan Ayew,MID,Leicester,2.4,0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,157,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,15,0,0,0,0.0,16,0,24690,0,0,4,0.0,0,-1009.0,1170.0,2179.0,52.0,False,0.0,16.0
Marcos Senesi,DEF,Bournemouth,0.0,0,0,0,0,0.0,79,0.0,0.0,0.0,0.0,152,0,0,0.0,0.0,2024-12-16T20:00:00Z,0,False,19,0,0,0,0.0,16,0,51121,0,1,1,0.0,0,-13877.0,41.0,13918.0,48.0,True,0.0,16.0
Kiernan Dewsbury-Hall,MID,Chelsea,0.9,0,0,0,0,0.0,166,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,4,0,0,0,0.0,16,0,12912,0,1,2,0.0,0,-224.0,152.0,376.0,56.0,True,0.0,16.0
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2024-12-14T17:30:00Z,0,False,16,0,0,0,0.0,16,0,1023,0,1,2,0.0,0,-24.0,0.0,24.0,40.0,False,0.0,16.0
João Cavaco Cancelo,DEF,Man City,0.0,0,0,0,0,0.0,353,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2024-12-15T16:30:00Z,0,False,14,0,0,0,0.0,16,0,23582,0,2,1,0.0,0,-174.0,0.0,174.0,53.0,True,0.0,16.0
Maxwel Cornet,MID,Southampton,-1.0,0,0,0,0,0.0,515,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,18,0,0,0,0.0,16,0,2708,0,5,0,0.0,0,-91.0,42.0,133.0,47.0,True,0.0,16.0
Jefferson Lerma Solís,MID,Crystal Palace,1.4,0,0,10,0,0.9,206,0.02,0.02,0.0,1.0,153,1,0,2.1,15.6,2024-12-15T14:00:00Z,90,False,5,0,0,0,0.0,16,0,4915,1,3,1,4.0,2,29.0,249.0,220.0,48.0,False,0.0,16.0
Jannik Vestergaard,DEF,Leicester,0.2,0,0,-1,0,2.6,307,0.01,0.01,0.0,3.79,157,4,0,3.5,30.6,2024-12-14T15:00:00Z,90,False,15,0,0,0,0.0,16,0,194486,1,0,4,2.0,-1,-808.0,4052.0,4860.0,40.0,False,1.0,16.0
Jacob Wright,MID,Man City,0.5,0,0,0,0,0.0,671,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2024-12-15T16:30:00Z,0,False,14,0,0,0,0.0,16,0,1039,0,2,1,0.0,0,25.0,152.0,127.0,45.0,True,0.0,16.0
Luke Thomas,DEF,Leicester,0.0,0,0,0,0,0.0,305,0.0,0.0,0.0,0.0,157,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,15,0,0,0,0.0,16,0,192504,0,0,4,0.0,0,15183.0,22589.0,7406.0,39.0,False,0.0,16.0
Bruno Borges Fernandes,MID,Man Utd,5.7,0,2,35,0,41.0,366,0.13,1.37,1.24,0.95,156,1,1,11.6,51.8,2024-12-15T16:30:00Z,90,False,13,0,0,0,0.0,16,0,1519726,1,2,1,23.0,9,-183733.0,41055.0,224788.0,84.0,False,0.0,16.0
Adam Smith,DEF,Bournemouth,3.2,0,0,18,1,1.7,81,0.0,0.0,0.0,1.03,152,0,0,0.9,4.8,2024-12-16T20:00:00Z,67,False,19,0,0,0,0.0,16,0,24425,1,1,1,2.0,6,479.0,1819.0,1340.0,45.0,True,0.0,16.0
Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,0,0.0,574,0.0,0.0,0.0,0.0,157,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,11,0,0,0,0.0,16,0,7596,0,0,4,0.0,0,-134.0,0.0,134.0,40.0,True,0.0,16.0
Billy Gilmour,MID,Brighton,0.0,0,0,0,0,0.0,124,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2024-12-15T14:00:00Z,0,False,7,0,0,0,0.0,16,0,4067,0,3,1,0.0,0,-40.0,0.0,40.0,50.0,True,0.0,16.0
Rasmus Højlund,FWD,Man Utd,1.9,0,0,6,0,13.8,375,0.2,0.2,0.0,0.95,156,1,0,1.7,1.2,2024-12-15T16:30:00Z,77,False,13,0,0,0,0.0,16,0,168892,1,2,1,2.0,1,8662.0,24346.0,15684.0,69.0,False,1.0,16.0
Callum Wilson,FWD,Newcastle,0.0,0,0,0,0,0.0,421,0.0,0.0,0.0,0.0,157,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,11,0,0,0,0.0,16,0,6545,0,0,4,0.0,0,-714.0,709.0,1423.0,69.0,True,0.0,16.0
Crysencio Summerville,MID,West Ham,2.0,0,0,3,0,0.3,587,0.0,0.0,0.0,0.64,152,1,0,0.7,7.0,2024-12-16T20:00:00Z,15,False,3,0,0,0,0.0,16,0,47246,0,1,1,0.0,1,-1618.0,1177.0,2795.0,57.0,False,0.0,16.0
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2024-12-15T14:00:00Z,0,False,5,0,0,0,0.0,16,0,3692,0,3,1,0.0,0,-108.0,0.0,108.0,45.0,False,0.0,16.0
Oliver Skipp,MID,Leicester,0.8,0,0,7,0,9.4,501,0.01,0.03,0.02,3.79,157,4,0,1.4,0.2,2024-12-14T15:00:00Z,90,False,15,0,0,0,0.0,16,0,4477,1,0,4,4.0,1,-18.0,139.0,157.0,48.0,False,1.0,16.0
Tomáš Souček,MID,West Ham,4.8,0,0,14,0,4.9,530,0.01,0.06,0.05,1.91,152,1,0,3.0,20.4,2024-12-16T20:00:00Z,90,False,3,0,0,0,0.0,16,0,228793,1,1,1,5.0,2,14749.0,24836.0,10087.0,49.0,False,0.0,16.0
Taylor Harwood-Bellis,DEF,Southampton,-0.2,0,0,1,0,1.6,461,0.01,0.02,0.01,2.44,159,5,0,3.2,21.2,2024-12-15T19:00:00Z,90,False,18,0,0,0,0.0,16,0,943797,1,5,0,9.0,0,-5921.0,16916.0,22837.0,41.0,True,0.0,16.0
Alphonse Areola,GK,West Ham,0.0,0,0,0,0,0.0,513,0.0,0.0,0.0,0.0,152,0,0,0.0,0.0,2024-12-16T20:00:00Z,0,False,3,0,0,0,0.0,16,0,496503,0,1,1,0.0,0,-20313.0,3020.0,23333.0,42.0,False,0.0,16.0
Lisandro Martínez,DEF,Man Utd,1.9,1,1,24,0,29.7,380,0.4,0.43,0.03,0.95,156,1,0,6.9,37.6,2024-12-15T16:30:00Z,90,False,13,0,0,0,0.0,16,0,387531,1,2,1,2.0,6,-8833.0,7225.0,16058.0,44.0,False,0.0,16.0
Richarlison de Andrade,FWD,Spurs,0.0,0,0,0,0,0.0,497,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,17,0,0,0,0.0,16,0,37352,0,5,0,0.0,0,-408.0,109.0,517.0,68.0,False,0.0,16.0
Joško Gvardiol,DEF,Man City,3.3,0,0,20,0,3.3,350,0.02,0.1,0.08,2.08,156,2,1,7.2,51.6,2024-12-15T16:30:00Z,90,False,14,0,0,0,0.0,16,0,2612681,1,2,1,17.0,7,-295549.0,20332.0,315881.0,61.0,True,0.0,16.0
Harry Clarke,DEF,Ipswich,0.8,0,0,6,0,11.3,266,0.03,0.03,0.0,1.27,160,1,0,2.8,16.4,2024-12-14T15:00:00Z,90,False,20,0,0,0,0.0,16,0,8270,1,2,1,0.0,1,670.0,1211.0,541.0,40.0,False,1.0,16.0
Joachim Andersen,DEF,Fulham,0.0,0,0,0,0,0.0,191,0.0,0.0,0.0,0.0,155,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,12,0,0,0,0.0,16,0,472407,0,2,2,0.0,0,-46066.0,693.0,46759.0,42.0,False,0.0,16.0
Moisés Caicedo Corozo,MID,Chelsea,3.3,0,0,19,0,28.0,157,0.06,0.07,0.01,1.61,154,1,0,5.4,17.0,2024-12-15T19:00:00Z,90,False,4,0,0,0,0.0,16,0,153216,1,1,2,9.0,2,-1671.0,10617.0,12288.0,49.0,True,0.0,16.0
Carlos Henrique Casimiro,MID,Man Utd,0.3,0,0,0,0,0.0,368,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2024-12-15T16:30:00Z,0,False,13,0,0,0,0.0,16,0,66117,0,2,1,0.0,0,-7790.0,1553.0,9343.0,48.0,False,0.0,16.0
Roman Dixon,DEF,Everton,-0.5,0,0,0,0,0.0,627,0.0,0.0,0.0,0.0,151,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,1,0,0,0,0.0,16,0,9027,0,0,0,0.0,0,250.0,769.0,519.0,40.0,False,0.0,16.0
Jhon Durán,FWD,Aston Villa,3.0,0,0,21,1,2.7,38,0.01,0.09,0.08,0.98,158,0,1,5.6,23.2,2024-12-14T17:30:00Z,73,False,16,0,0,0,0.0,16,0,309812,1,1,2,30.0,5,19740.0,31939.0,12199.0,58.0,False,1.0,16.0
