name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Jacob Murphy,MID,Newcastle,4.6,0,1,41,1,26.9,402,0.1,0.69,0.59,0.19,157,0,2,14.1,69.8,2024-12-14T15:00:00Z,63,False,11,0,0,0,0.0,16,0,38301,1,0,4,44.0,13,6699.0,8402.0,1703.0,49.0,True,1.0,16.0
Sean Longstaff,MID,Newcastle,1.2,0,0,4,0,11.6,410,0.01,0.01,0.0,0.0,157,0,0,3.0,4.6,2024-12-14T15:00:00Z,26,False,11,0,0,0,0.0,16,0,61777,0,0,4,14.0,1,-37.0,4642.0,4679.0,47.0,True,0.0,16.0
Leander Dendoncker,MID,Aston Villa,0.0,0,0,0,0,0.0,33,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2024-12-14T17:30:00Z,0,False,16,0,0,0,0.0,16,0,25143,0,1,2,0.0,0,-810.0,0.0,810.0,45.0,False,0.0,16.0
Trevoh Chalobah,DEF,Crystal Palace,3.6,0,1,31,0,0.2,159,0.0,0.41,0.41,1.0,153,1,1,9.7,61.6,2024-12-15T14:00:00Z,90,False,5,0,0,0,0.0,16,0,58108,1,3,1,35.0,9,-944.0,2386.0,3330.0,44.0,False,0.0,16.0
Ryan Manning,DEF,Southampton,-0.2,0,0,-5,0,15.8,467,0.67,0.67,0.0,1.99,159,5,0,3.0,8.6,2024-12-15T19:00:00Z,61,False,18,0,0,0,0.0,16,0,6713,1,5,0,6.0,0,-163.0,191.0,354.0,43.0,True,0.0,16.0
Vitalii Mykolenko,DEF,Everton,5.3,0,1,27,1,0.3,231,0.01,0.01,0.0,1.22,151,0,0,1.9,17.0,2024-12-14T15:00:00Z,90,False,1,0,0,0,0.0,16,0,454545,1,0,0,2.0,7,7412.0,37663.0,30251.0,43.0,False,0.0,16.0
Ryan Christie,MID,Bournemouth,2.0,0,1,29,0,69.1,63,0.38,0.63,0.25,2.18,152,1,0,14.7,35.0,2024-12-16T20:00:00Z,90,False,19,0,0,0,0.0,16,0,14535,1,1,1,43.0,3,-312.0,452.0,764.0,49.0,True,0.0,16.0
Fábio Silva,FWD,Wolves,0.0,0,0,0,0,0.0,545,0.0,0.0,0.0,0.0,160,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,10,0,0,0,0.0,16,0,10789,0,2,1,0.0,0,-183.0,0.0,183.0,50.0,True,0.0,16.0
Kepa Arrizabalaga,GK,Bournemouth,2.8,0,0,12,0,0.0,152,0.0,0.0,0.0,2.18,152,1,0,2.0,20.4,2024-12-16T20:00:00Z,90,False,19,0,0,0,0.0,16,2,109112,1,1,1,0.0,2,15654.0,21209.0,5555.0,45.0,True,0.0,16.0
Frank Onyeka,MID,Brentford,0.0,0,0,0,0,0.0,102,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,6,0,0,0,0.0,16,0,1564,0,1,2,0.0,0,-15.0,0.0,15.0,49.0,False,0.0,16.0
Youssef Ramalho Chermiti,FWD,Everton,-0.1,0,0,0,0,0.0,237,0.0,0.0,0.0,0.0,151,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,1,0,0,0,0.0,16,0,1424,0,0,0,0.0,0,63.0,238.0,175.0,49.0,False,0.0,16.0
Morgan Gibbs-White,MID,Nott'm Forest,4.8,1,3,35,0,50.6,433,0.82,0.97,0.15,0.42,158,1,0,12.6,32.2,2024-12-14T17:30:00Z,90,False,2,0,0,0,0.0,16,0,133308,1,1,2,43.0,8,17563.0,20813.0,3250.0,63.0,True,0.0,16.0
Noni Madueke,MID,Chelsea,5.7,1,1,25,0,33.4,177,0.11,0.59,0.48,1.61,154,1,0,11.6,24.2,2024-12-15T19:00:00Z,90,False,4,0,0,0,0.0,16,0,750823,1,1,2,58.0,6,-17487.0,57033.0,74520.0,63.0,True,0.0,16.0
Nélson Cabral Semedo,DEF,Wolves,0.6,0,0,12,0,7.2,559,0.02,0.02,0.0,1.2,160,2,0,3.4,24.8,2024-12-14T15:00:00Z,90,False,10,0,0,0,0.0,16,0,29938,1,2,1,2.0,1,4536.0,6375.0,1839.0,45.0,True,0.0,16.0
Tommy Doyle,MID,Wolves,0.8,0,0,13,0,25.6,544,0.06,0.13,0.07,0.63,160,1,0,5.3,19.4,2024-12-14T15:00:00Z,45,False,10,0,0,0,0.0,16,0,4795,0,2,1,8.0,1,-36.0,261.0,297.0,48.0,True,0.0,16.0
Tom Heaton,GK,Man Utd,-0.5,0,0,0,0,0.0,374,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2024-12-15T16:30:00Z,0,False,13,0,0,0,0.0,16,0,24948,0,2,1,0.0,0,-285.0,190.0,475.0,40.0,False,0.0,16.0
Lucas Bergvall,MID,Spurs,2.2,0,0,13,1,6.8,481,0.02,0.02,0.0,0.84,159,0,0,1.5,8.2,2024-12-15T19:00:00Z,90,False,17,0,0,0,0.0,16,0,91770,1,5,0,0.0,2,121.0,6588.0,6467.0,44.0,False,1.0,16.0
Lesley Ugochukwu,MID,Southampton,-0.8,0,0,0,0,0.0,188,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,18,0,0,0,0.0,16,0,29075,0,5,0,0.0,0,-1105.0,322.0,1427.0,45.0,True,0.0,16.0
Evan Ferguson,FWD,Brighton,1.2,0,0,3,0,10.8,123,0.09,0.09,0.0,1.01,153,1,0,1.7,2.0,2024-12-15T14:00:00Z,18,False,7,0,0,0,0.0,16,0,33790,0,3,1,4.0,1,382.0,2665.0,2283.0,55.0,True,0.0,16.0
Christian Eriksen,MID,Man Utd,-0.1,0,0,0,0,0.0,370,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2024-12-15T16:30:00Z,0,False,13,0,0,0,0.0,16,0,20825,0,2,1,0.0,0,-738.0,291.0,1029.0,53.0,False,0.0,16.0
Tyrique George,MID,Chelsea,1.7,0,0,0,0,0.0,696,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,4,0,0,0,0.0,16,0,0,0,1,2,0.0,0,0.0,0.0,0.0,45.0,True,0.0,16.0
Danny Ings,FWD,West Ham,0.8,0,0,0,0,0.0,523,0.0,0.0,0.0,0.0,152,0,0,0.0,0.0,2024-12-16T20:00:00Z,0,False,3,0,0,0,0.0,16,0,170371,0,1,1,0.0,0,-4678.0,7175.0,11853.0,50.0,False,0.0,16.0
Jean-Ricner Bellegarde,MID,Wolves,2.0,0,0,8,0,34.3,535,0.18,0.31,0.13,0.98,160,1,0,5.2,9.4,2024-12-14T15:00:00Z,71,False,10,0,0,0,0.0,16,0,7866,1,2,1,8.0,2,474.0,1095.0,621.0,50.0,True,0.0,16.0
Tim Ream,DEF,Fulham,0.0,0,0,0,0,0.0,253,0.0,0.0,0.0,0.0,155,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,12,0,0,0,0.0,16,0,610,0,2,2,0.0,0,-3.0,0.0,3.0,45.0,False,0.0,16.0
Benoît Badiashile,DEF,Chelsea,1.3,0,0,0,0,0.0,153,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,4,0,0,0,0.0,16,0,15484,0,1,2,0.0,0,1369.0,2098.0,729.0,43.0,True,0.0,16.0
Radu Drăgușin,DEF,Spurs,4.2,0,0,27,1,0.4,486,0.0,0.0,0.0,0.84,159,0,0,1.7,17.0,2024-12-15T19:00:00Z,90,False,17,0,0,0,0.0,16,0,41205,1,5,0,0.0,6,6057.0,8650.0,2593.0,43.0,False,0.0,16.0
Jack Stephens,DEF,Southampton,0.0,0,0,0,0,0.0,472,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,18,0,0,0,0.0,16,0,70154,0,5,0,0.0,0,-7107.0,170.0,7277.0,40.0,True,0.0,16.0
Mateo Kovačić,MID,Man City,0.7,0,0,4,0,12.6,354,0.23,0.23,0.0,1.86,156,2,0,2.0,5.6,2024-12-15T16:30:00Z,22,False,14,0,0,0,0.0,16,0,139958,0,2,1,2.0,1,-12147.0,870.0,13017.0,54.0,True,0.0,16.0
Nicolás Domínguez,MID,Nott'm Forest,1.4,0,0,9,0,7.4,431,0.03,0.5,0.47,0.37,158,1,0,5.2,6.2,2024-12-14T17:30:00Z,76,False,2,0,0,0,0.0,16,0,3837,1,1,2,38.0,2,-81.0,173.0,254.0,48.0,True,0.0,16.0
Ben Doak,MID,Liverpool,0.0,0,0,0,0,0.0,318,0.0,0.0,0.0,0.0,155,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,9,0,0,0,0.0,16,0,1914,0,2,2,0.0,0,-47.0,0.0,47.0,45.0,True,0.0,16.0
Phil Foden,MID,Man City,1.5,0,0,15,0,35.8,348,0.25,0.44,0.19,2.08,156,2,0,6.3,8.8,2024-12-15T16:30:00Z,90,False,14,0,0,0,0.0,16,0,425020,1,2,1,18.0,2,-21818.0,1065.0,22883.0,91.0,True,0.0,16.0
Mason Mount,MID,Man Utd,0.5,0,0,3,0,0.4,382,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2024-12-15T16:30:00Z,13,False,13,0,0,0,0.0,16,0,12970,1,2,1,0.0,1,-311.0,292.0,603.0,63.0,False,0.0,16.0
Gabriel Martinelli Silva,MID,Arsenal,1.7,0,0,5,1,28.5,9,0.1,0.22,0.12,0.09,151,0,0,6.7,8.4,2024-12-14T15:00:00Z,73,False,8,0,0,0,0.0,16,0,282283,1,0,0,30.0,3,-19789.0,12644.0,32433.0,67.0,True,0.0,16.0
Yasin Ayari,MID,Brighton,2.0,0,0,18,0,30.6,600,0.18,0.31,0.13,1.3,153,2,0,4.8,9.2,2024-12-15T14:00:00Z,71,False,7,0,0,0,0.0,16,0,3728,1,3,1,8.0,2,-19.0,223.0,242.0,50.0,True,0.0,16.0
Callum Olusesi,MID,Spurs,1.0,0,0,0,0,0.0,683,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,17,0,0,0,0.0,16,0,500,0,5,0,0.0,0,34.0,102.0,68.0,45.0,False,0.0,16.0
Mikel Merino,MID,Arsenal,2.1,0,0,12,1,27.7,633,0.17,0.28,0.11,0.09,151,0,0,8.3,14.6,2024-12-14T15:00:00Z,68,False,8,0,0,0,0.0,16,0,7162,1,0,0,41.0,3,-436.0,464.0,900.0,60.0,True,0.0,16.0
Facundo Buonanotte,MID,Leicester,2.4,0,0,-1,0,1.0,117,0.0,0.0,0.0,0.51,157,1,0,0.2,1.0,2024-12-14T15:00:00Z,31,False,15,0,0,0,0.0,16,0,123310,0,0,4,0.0,1,-10313.0,6684.0,16997.0,50.0,False,0.0,16.0
Caoimhin Kelleher,GK,Liverpool,5.0,0,0,0,0,0.0,325,0.0,0.0,0.0,0.0,155,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,9,0,0,0,0.0,16,0,517243,0,2,2,0.0,0,-21886.0,74419.0,96305.0,46.0,True,0.0,16.0
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,0,0.0,139,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2024-12-15T14:00:00Z,0,False,7,0,0,0,0.0,16,0,7079,0,3,1,0.0,0,-143.0,0.0,143.0,40.0,True,0.0,16.0
Lino da Cruz Sousa,DEF,Aston Villa,0.0,0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2024-12-14T17:30:00Z,0,False,16,0,0,0,0.0,16,0,6820,0,1,2,0.0,0,-158.0,0.0,158.0,40.0,False,0.0,16.0
Amario Cozier-Duberry,MID,Brighton,0.0,0,0,0,0,0.0,118,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2024-12-15T14:00:00Z,0,False,7,0,0,0,0.0,16,0,3255,0,3,1,0.0,0,-100.0,0.0,100.0,45.0,True,0.0,16.0
Emerson Leite de Souza Junior,DEF,Spurs,0.0,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,17,0,0,0,0.0,16,0,1002,0,5,0,0.0,0,-9.0,0.0,9.0,45.0,False,0.0,16.0
Kai Havertz,FWD,Arsenal,3.5,0,0,8,1,26.0,4,0.09,0.15,0.06,0.09,151,0,0,5.6,7.0,2024-12-14T15:00:00Z,90,False,8,0,0,0,0.0,16,0,1129192,1,0,0,23.0,2,17625.0,65418.0,47793.0,79.0,True,0.0,16.0
Scott Carson,GK,Man City,0.5,0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2024-12-15T16:30:00Z,0,False,14,0,0,0,0.0,16,0,21624,0,2,1,0.0,0,-232.0,288.0,520.0,40.0,True,0.0,16.0
Ethan Brierley,MID,Brentford,-0.5,0,0,0,0,0.0,87,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,6,0,0,0,0.0,16,0,8261,0,1,2,0.0,0,-166.0,145.0,311.0,45.0,False,0.0,16.0
Andrey Nascimento dos Santos,MID,Chelsea,0.0,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,4,0,0,0,0.0,16,0,325,0,1,2,0.0,0,-6.0,0.0,6.0,45.0,True,0.0,16.0
Rico Henry,DEF,Brentford,0.0,0,0,0,0,0.0,92,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,6,0,0,0,0.0,16,0,2962,0,1,2,0.0,0,-79.0,12.0,91.0,43.0,False,0.0,16.0
Mateusz Lis,GK,Southampton,0.0,0,0,0,0,0.0,465,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,18,0,0,0,0.0,16,0,10282,0,5,0,0.0,0,-291.0,0.0,291.0,40.0,True,0.0,16.0
Yoane Wissa,FWD,Brentford,3.7,0,0,7,0,1.8,110,0.01,0.01,0.0,2.03,154,1,0,0.8,2.6,2024-12-15T19:00:00Z,75,False,6,0,0,0,0.0,16,0,1108600,1,1,2,4.0,2,40634.0,130103.0,89469.0,62.0,False,0.0,16.0
Daniel Iversen,GK,Leicester,0.0,0,0,0,0,0.0,294,0.0,0.0,0.0,0.0,157,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,15,0,0,0,0.0,16,0,60385,0,0,4,0.0,0,-642.0,600.0,1242.0,40.0,False,0.0,16.0
Mads Hermansen,GK,Leicester,2.0,0,0,8,0,0.0,293,0.0,0.0,0.0,1.5,157,1,0,2.4,24.2,2024-12-14T15:00:00Z,45,False,15,0,0,0,0.0,16,4,88223,1,0,4,0.0,2,-621.0,3986.0,4607.0,45.0,False,0.0,16.0
Rob Holding,DEF,Crystal Palace,0.0,0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2024-12-15T14:00:00Z,0,False,5,0,0,0,0.0,16,0,8314,0,3,1,0.0,0,-132.0,128.0,260.0,43.0,False,0.0,16.0
Ismaïla Sarr,MID,Crystal Palace,7.2,1,3,64,0,21.7,585,0.03,0.99,0.96,0.85,153,1,2,20.7,100.4,2024-12-15T14:00:00Z,90,False,5,0,0,0,0.0,16,0,34674,1,3,1,85.0,17,-4013.0,2096.0,6109.0,57.0,False,1.0,16.0
Jarrod Bowen,MID,West Ham,5.0,0,0,4,0,22.8,514,0.25,0.51,0.26,1.91,152,1,0,4.9,3.4,2024-12-16T20:00:00Z,90,False,3,0,0,0,0.0,16,0,756821,1,1,1,23.0,2,8420.0,58408.0,49988.0,74.0,False,0.0,16.0
Mark O’Mahony,FWD,Brighton,0.0,0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2024-12-15T14:00:00Z,0,False,7,0,0,0,0.0,16,0,27458,0,3,1,0.0,0,-692.0,0.0,692.0,45.0,True,0.0,16.0
Ryan Sessegnon,DEF,Fulham,-0.8,0,0,0,0,0.0,579,0.0,0.0,0.0,0.0,155,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,12,0,0,0,0.0,16,0,12402,0,2,2,0.0,0,-140.0,239.0,379.0,42.0,False,0.0,16.0
Josh Dasilva,MID,Brentford,0.0,0,0,0,0,0.0,90,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,6,0,0,0,0.0,16,0,446,0,1,2,0.0,0,-5.0,7.0,12.0,48.0,False,0.0,16.0
Jadon Sancho,MID,Chelsea,4.5,0,0,17,0,49.8,386,0.56,0.59,0.03,1.61,154,1,0,8.0,10.2,2024-12-15T19:00:00Z,90,False,4,0,0,0,0.0,16,0,147050,1,1,2,20.0,2,50258.0,54495.0,4237.0,62.0,True,0.0,16.0
Sam Johnstone,GK,Wolves,0.4,0,0,6,0,0.0,204,0.0,0.0,0.0,1.2,160,2,0,1.7,16.6,2024-12-14T15:00:00Z,90,False,10,0,0,0,0.0,16,2,48936,1,2,1,0.0,1,7846.0,9421.0,1575.0,43.0,True,0.0,16.0
Jonny Evans,DEF,Man Utd,-0.2,0,0,0,0,0.0,371,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2024-12-15T16:30:00Z,0,False,13,0,0,0,0.0,16,0,10986,0,2,1,0.0,0,-977.0,17.0,994.0,44.0,False,0.0,16.0
Mohamed Salah,MID,Liverpool,13.2,1,0,14,0,19.9,328,0.37,0.59,0.22,1.22,155,2,0,7.3,17.6,2024-12-14T15:00:00Z,90,False,9,0,0,0,0.0,16,0,6904881,1,2,2,35.0,5,345639.0,360514.0,14875.0,134.0,True,0.0,16.0
Federico Chiesa,MID,Liverpool,0.8,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,155,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,9,0,0,0,0.0,16,0,14958,0,2,2,0.0,0,-278.0,110.0,388.0,68.0,True,0.0,16.0
Timothy Castagne,DEF,Fulham,-0.2,0,0,2,0,0.3,244,0.0,0.0,0.0,1.05,155,1,0,0.6,5.8,2024-12-14T15:00:00Z,35,False,12,0,0,0,0.0,16,0,74408,0,2,2,0.0,1,-1242.0,951.0,2193.0,42.0,False,0.0,16.0
Tariq Lamptey,DEF,Brighton,2.6,0,0,-6,0,0.9,131,0.01,0.09,0.08,1.25,153,2,0,0.2,0.4,2024-12-15T14:00:00Z,45,False,7,0,0,0,0.0,16,0,57833,1,3,1,1.0,0,32617.0,33806.0,1189.0,44.0,True,0.0,16.0
Ola Aina,DEF,Nott'm Forest,2.4,0,0,8,0,12.4,422,0.01,0.01,0.0,0.42,158,1,0,2.0,7.8,2024-12-14T17:30:00Z,90,False,2,0,0,0,0.0,16,0,1611154,1,1,2,0.0,2,56089.0,113432.0,57343.0,49.0,True,0.0,16.0
Taiwo Awoniyi,FWD,Nott'm Forest,0.8,0,0,0,0,0.0,424,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2024-12-14T17:30:00Z,0,False,2,0,0,0,0.0,16,0,32405,0,1,2,0.0,0,-275.0,1144.0,1419.0,55.0,True,0.0,16.0
Leandro Trossard,MID,Arsenal,4.1,0,0,4,0,19.2,23,0.17,0.17,0.0,0.0,151,0,0,2.6,6.6,2024-12-14T15:00:00Z,16,False,8,0,0,0,0.0,16,0,193572,0,0,0,0.0,1,-2954.0,10975.0,13929.0,68.0,True,0.0,16.0
Jacob Greaves,DEF,Ipswich,0.2,0,0,0,0,0.0,270,0.0,0.0,0.0,0.0,160,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,20,0,0,0,0.0,16,0,409301,0,2,1,0.0,0,-9556.0,5984.0,15540.0,40.0,False,0.0,16.0
Issa Kaboré,DEF,Man City,0.0,0,0,0,0,0.0,626,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2024-12-15T16:30:00Z,0,False,14,0,0,0,0.0,16,0,571,0,2,1,0.0,0,-4.0,0.0,4.0,45.0,True,0.0,16.0
Alfie Whiteman,GK,Spurs,1.0,0,0,0,0,0.0,510,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,17,0,0,0,0.0,16,0,147929,0,5,0,0.0,0,-1913.0,379.0,2292.0,40.0,False,0.0,16.0
Séamus Coleman,DEF,Everton,-0.5,0,0,0,0,0.0,221,0.0,0.0,0.0,0.0,151,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,1,0,0,0,0.0,16,0,3657,0,0,0,0.0,0,157.0,293.0,136.0,43.0,False,0.0,16.0
Fabian Schär,DEF,Newcastle,3.2,0,0,24,1,1.2,415,0.01,0.01,0.0,0.19,157,0,0,1.5,11.8,2024-12-14T15:00:00Z,90,False,11,0,0,0,0.0,16,0,197860,1,0,4,2.0,6,12265.0,25766.0,13501.0,54.0,True,0.0,16.0
Nicolas Jackson,FWD,Chelsea,6.3,0,3,28,1,1.7,180,0.0,1.13,1.13,1.07,154,0,1,10.1,37.2,2024-12-15T19:00:00Z,82,False,4,0,0,0,0.0,16,0,3054217,1,1,2,62.0,9,28552.0,208129.0,179577.0,82.0,True,0.0,16.0
Joe White,MID,Newcastle,0.0,0,0,0,0,0.0,419,0.0,0.0,0.0,0.0,157,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,11,0,0,0,0.0,16,0,16126,0,0,4,0.0,0,-334.0,0.0,334.0,45.0,True,0.0,16.0
Jamie Vardy,FWD,Leicester,4.8,0,0,4,0,0.7,306,0.0,0.06,0.06,3.28,157,3,0,0.9,1.6,2024-12-14T15:00:00Z,58,False,15,0,0,0,0.0,16,0,996695,1,0,4,7.0,1,140431.0,172700.0,32269.0,56.0,False,0.0,16.0
Miguel Almirón Rejala,MID,Newcastle,0.2,0,0,0,0,0.0,391,0.0,0.0,0.0,0.0,157,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,11,0,0,0,0.0,16,0,41714,0,0,4,0.0,0,-435.0,1147.0,1582.0,55.0,True,0.0,16.0
James Garner,MID,Everton,0.0,0,0,0,0,0.0,223,0.0,0.0,0.0,0.0,151,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,1,0,0,0,0.0,16,0,1514,0,0,0,0.0,0,-2.0,25.0,27.0,49.0,False,0.0,16.0
Marcus Tavernier,MID,Bournemouth,0.0,0,0,0,0,0.0,83,0.0,0.0,0.0,0.0,152,0,0,0.0,0.0,2024-12-16T20:00:00Z,0,False,19,0,0,0,0.0,16,0,35916,0,1,1,0.0,0,-9882.0,1973.0,11855.0,55.0,True,0.0,16.0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0.0,37,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2024-12-14T17:30:00Z,0,False,16,0,0,0,0.0,16,0,209,0,1,2,0.0,0,-3.0,0.0,3.0,50.0,False,0.0,16.0
Viljami Sinisalo,GK,Aston Villa,0.0,0,0,0,0,0.0,55,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2024-12-14T17:30:00Z,0,False,16,0,0,0,0.0,16,0,91,0,1,2,0.0,0,0.0,0.0,0.0,40.0,False,0.0,16.0
Omari Kellyman,MID,Chelsea,0.0,0,0,0,0,0.0,173,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,4,0,0,0,0.0,16,0,2795,0,1,2,0.0,0,-72.0,35.0,107.0,44.0,True,0.0,16.0
Jayce Fitzgerald,MID,Man Utd,-0.5,0,0,0,0,0.0,673,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2024-12-15T16:30:00Z,0,False,13,0,0,0,0.0,16,0,347,0,2,1,0.0,0,0.0,42.0,42.0,45.0,False,0.0,16.0
Daniel Castelo Podence,MID,Wolves,0.0,0,0,0,0,0.0,562,0.0,0.0,0.0,0.0,160,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,10,0,0,0,0.0,16,0,2408,0,2,1,0.0,0,-27.0,0.0,27.0,55.0,True,0.0,16.0
Martial Godo,MID,Fulham,-1.0,0,0,0,0,0.0,605,0.0,0.0,0.0,0.0,155,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,12,0,0,0,0.0,16,0,3765,0,2,2,0.0,0,66.0,238.0,172.0,45.0,False,0.0,16.0
Harrison Reed,MID,Fulham,0.0,0,0,0,0,0.0,254,0.0,0.0,0.0,0.0,155,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,12,0,0,0,0.0,16,0,3072,0,2,2,0.0,0,-102.0,23.0,125.0,47.0,False,0.0,16.0
Guido Rodríguez,MID,West Ham,0.4,0,0,0,0,0.0,588,0.0,0.0,0.0,0.0,152,0,0,0.0,0.0,2024-12-16T20:00:00Z,0,False,3,0,0,0,0.0,16,0,7778,0,1,1,0.0,0,-134.0,179.0,313.0,48.0,False,0.0,16.0
Will Alves,MID,Leicester,0.0,0,0,0,0,0.0,606,0.0,0.0,0.0,0.0,157,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,15,0,0,0,0.0,16,0,10038,0,0,4,0.0,0,-78.0,317.0,395.0,45.0,False,0.0,16.0
Carlos Baleba,MID,Brighton,1.8,0,0,21,0,13.3,115,0.01,0.06,0.05,1.92,153,3,0,3.0,13.4,2024-12-15T14:00:00Z,87,False,7,0,0,0,0.0,16,0,21923,1,3,1,3.0,2,-635.0,1587.0,2222.0,50.0,True,0.0,16.0
James Hill,DEF,Bournemouth,0.2,0,0,0,0,0.0,68,0.0,0.0,0.0,0.0,152,0,0,0.0,0.0,2024-12-16T20:00:00Z,0,False,19,0,0,0,0.0,16,0,47206,0,1,1,0.0,0,5416.0,6964.0,1548.0,39.0,True,0.0,16.0
David Datro Fofana,FWD,Chelsea,0.0,0,0,0,0,0.0,164,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,4,0,0,0,0.0,16,0,6799,0,1,2,0.0,0,-69.0,0.0,69.0,54.0,True,0.0,16.0
Ryan Fraser,MID,Southampton,0.0,0,0,0,0,0.0,397,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,18,0,0,0,0.0,16,0,2797,0,5,0,0.0,0,-91.0,45.0,136.0,48.0,True,0.0,16.0
Ângelo Gabriel Borges Damaceno,MID,Chelsea,0.0,0,0,0,0,0.0,151,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,4,0,0,0,0.0,16,0,14404,0,1,2,0.0,0,-380.0,0.0,380.0,45.0,True,0.0,16.0
Nathan Patterson,DEF,Everton,-0.3,0,0,0,0,0.0,234,0.0,0.0,0.0,0.0,151,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,1,0,0,0,0.0,16,0,1922,0,0,0,0.0,0,32.0,98.0,66.0,44.0,False,0.0,16.0
Robin Olsen,GK,Aston Villa,0.2,0,0,0,0,0.0,51,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2024-12-14T17:30:00Z,0,False,16,0,0,0,0.0,16,0,13002,0,1,2,0.0,0,-476.0,340.0,816.0,45.0,False,0.0,16.0
Malachi Hardy,DEF,Spurs,1.0,0,0,0,0,0.0,684,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,17,0,0,0,0.0,16,0,1732,0,5,0,0.0,0,184.0,353.0,169.0,40.0,False,0.0,16.0
